"R0000100","R0047010","R0263710","R0446810","R0702510","R0945610","R1256010","R1650810","R1923410","R2318210","R2526010","R2925010","R3127800","R3523500","R3728500","R4416800","R5079800","R5165200","R6478000","R7005700","R7702900","R8495200","T0986800"
7349,-4,-4,-4,-4,-4,-4,-4,335,269,335,335,380,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7350,1750,-4,-4,-4,350,-4,325,-4,375,750,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7351,-4,-4,335,490,525,225,350,390,375,525,697,517,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7352,-4,-4,375,425,453,548,549,535,775,893,963,1010,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7353,-4,-4,-4,-5,288,-4,-4,-4,-4,525,335,400,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7354,299,-4,333,214,-4,-4,-4,-4,-4,468,400,502,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7355,150,310,-4,-5,-5,-5,-5,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7356,382,-5,450,-5,-5,-5,-5,-5,-5,-5,-5,380,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7357,-4,475,523,500,700,687,697,-5,-5,1098,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7358,290,75,-4,-4,101,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7359,290,315,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7360,-4,-4,-4,-4,400,335,350,650,1222,769,783,673,1160,1193,1326,1611,3146,2071,2417,3141,2403,-4
7361,-4,-4,-4,-4,89,119,103,84,68,-5,97,200,161,138,195,-4,-4,261,193,-5,108,3875
7362,-4,-4,-4,-4,-4,-4,-4,-4,300,400,400,450,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7363,-4,-4,-4,-4,313,168,-4,-4,-4,600,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7364,8708,-4,-4,-4,-4,753,355,444,384,-4,400,545,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7365,-4,310,400,390,236,335,450,457,475,581,769,700,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7366,281,310,280,-4,403,365,380,410,440,450,915,865,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7367,166,-4,-5,-5,333,-4,375,-5,-5,-4,-4,600,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7368,-4,290,335,335,335,385,437,432,465,375,450,500,500,685,740,770,805,1035,1163,1724,1824,1857
7369,248,348,-4,425,650,750,937,1114,1358,1552,1610,1682,1971,2115,2163,2269,2356,2572,2899,3317,3317,3774
7370,-4,310,310,335,335,335,700,1394,1586,1682,1826,1479,1407,1964,2072,2076,2230,2692,2923,3273,3191,4102
7371,-4,-4,-4,136,-4,-4,335,335,413,625,777,1203,1242,-4,-4,-4,-4,-4,-4,-4,-4,-4
7372,-4,250,335,260,400,294,400,400,437,200,650,846,1279,1769,4114,5116,4038,-5,4411,-5,3571,4395
7373,362,250,454,350,409,377,494,414,468,400,450,500,575,500,420,435,-5,500,648,833,750,-4
7374,-4,-4,-4,-4,319,460,485,475,475,550,-5,490,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7375,-4,-4,275,-4,-4,-4,-4,260,-4,-4,-4,500,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7376,-4,-4,-4,-4,571,-4,345,-4,345,-5,450,331,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7377,417,416,562,500,594,750,605,594,500,740,800,750,782,708,721,1250,847,1573,1688,1071,1127,1117
7378,450,464,509,555,525,595,645,670,675,750,849,890,721,895,970,1183,1100,1200,1300,1200,1400,1200
7379,272,497,310,339,325,341,400,410,500,550,650,486,1050,1050,1306,1358,1600,1600,2000,2039,2150,2350
7380,290,-4,293,335,470,335,335,450,377,500,500,500,400,625,550,550,444,500,-5,-5,-5,-5
7381,-4,-4,-4,-4,600,454,550,462,1222,656,531,778,825,615,-5,-4,850,1050,-4,-5,384,1057
7382,-4,-4,410,556,700,375,485,420,625,647,532,635,700,555,600,700,750,936,1153,1100,-4,-4
7383,-4,-4,-4,-4,-4,-4,425,-5,-5,-5,-4,500,-5,575,-4,500,1180,1225,-4,-4,-4,-5
7384,-4,558,-4,550,533,500,421,760,798,808,825,825,825,930,930,1000,1333,1709,-4,3076,-4,2163
7385,30000,-4,214,-4,-4,-4,-4,-5,700,-5,675,550,400,500,500,600,710,700,-5,700,-4,-4
7386,290,310,-4,-4,-4,455,400,500,650,650,820,850,500,844,750,850,950,1100,1500,-5,1450,-5
7387,-4,-5,300,340,300,318,299,336,728,630,650,700,142,250,625,437,500,1750,769,444,-5,-5
7388,290,-4,-4,345,319,415,411,500,566,576,650,700,714,850,800,800,871,1000,-5,-5,-5,-5
7389,290,-4,-4,325,335,410,408,525,548,528,576,600,460,500,520,540,800,825,950,1100,1075,1046
7390,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,525,630,635,850,875,1390
7391,376,490,418,430,457,427,604,535,642,1050,1100,1217,1387,1505,1552,1565,1558,1675,1908,1935,2250,2323
7392,353,445,532,502,240,-4,656,645,650,853,1083,600,650,700,825,875,825,1100,1125,1100,1300,1500
7393,-4,290,290,-4,200,200,200,500,933,555,504,500,450,428,600,-4,721,1825,2075,2230,2692,1682
7394,-4,-4,-4,-4,-4,551,640,800,690,685,732,732,-4,-4,-4,-4,700,-4,1630,2200,2644,2430
7395,-4,-4,-4,64,422,650,481,562,625,500,625,930,-4,1066,1395,600,600,1250,192,1375,2094,2307
7396,-4,-4,-4,741,-4,137,1000,-4,425,375,578,806,841,841,809,155,-4,650,675,-4,-4,1071
7397,-4,-4,-4,726,775,1017,1298,1230,946,1562,1013,1300,1623,1573,1346,2403,2179,1958,1388,2000,3125,-4
7398,290,-4,504,400,721,817,865,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7399,-4,-4,335,335,335,288,750,649,668,569,-4,821,1071,1105,1105,1153,1336,1663,1695,2211,2163,2331
7400,-4,312,-4,400,685,-4,-4,-4,-4,-4,755,817,655,1370,1393,740,930,952,1072,997,927,1076
7401,-4,320,335,400,255,1100,769,600,615,961,961,1153,-4,1153,1000,1442,824,1346,1121,1153,326,1709
7402,290,-4,225,-4,-4,-4,335,400,-4,350,400,476,1250,425,-4,585,-4,650,650,675,-4,-4
7403,-4,668,370,227,200,393,350,485,483,188,247,695,536,711,610,690,735,715,825,910,656,591
7404,-4,690,-4,450,375,275,335,500,478,480,655,776,570,600,666,-4,500,650,1000,800,700,1000
7405,-4,-4,-4,-4,-4,-4,-4,150,335,347,435,181,500,525,550,575,675,560,-4,575,1230,-4
7406,295,-4,335,-4,-4,-4,400,-5,550,675,800,600,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7407,287,337,-4,375,365,1458,475,581,3750,1750,1682,1000,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7408,-4,272,335,100,-4,-5,340,435,234,483,558,583,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7409,290,340,425,430,380,320,360,435,450,496,849,541,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7410,272,352,447,555,675,814,855,895,933,971,1238,1338,1339,1383,1490,1942,2377,1955,2000,2115,2479,2600
7411,325,614,550,737,423,432,456,566,660,710,802,877,986,917,-5,983,1156,1346,1485,1721,1844,1840
7412,-4,-4,-4,335,423,201,500,450,900,-4,1037,1057,1039,659,1000,3846,1111,201,-5,900,615,-5
7413,320,-4,242,850,375,813,581,883,1136,1337,1023,1217,961,116,1511,1410,4844,2532,2428,2536,3589,4186
7414,-4,-4,355,415,455,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7415,-4,362,-4,335,335,-4,-4,345,1015,1032,1201,1346,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7416,-4,200,-4,335,335,400,335,450,500,900,933,920,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7417,330,310,360,537,621,689,697,841,875,875,833,1000,1105,1201,1153,1282,1923,2644,2000,2400,2980,1923
7418,-4,-4,365,385,490,625,-5,-5,625,625,625,625,700,-5,950,1300,1453,-4,-4,-4,-4,-4
7419,-4,-4,186,365,400,481,578,800,887,788,961,1048,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7420,875,324,450,555,562,375,450,560,900,1104,1104,1200,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7421,-4,200,349,450,518,526,616,672,740,850,-4,1937,8076,1682,961,-5,-5,-5,-5,-5,-5,-5
7422,-4,310,-4,-4,266,100,475,575,721,1282,1239,1250,1452,1298,1217,-5,1730,-5,2478,-5,-5,-5
7423,-4,150,-4,-4,335,335,335,335,500,1184,1250,1490,1586,1643,1594,1712,1971,1846,-4,1824,1000,800
7424,-4,335,500,770,1170,1192,1421,1466,1777,1726,1606,1656,1656,1752,1837,1952,1952,2067,2187,2700,2512,3557
7425,-4,281,295,550,-4,650,-4,-4,-5,545,800,1250,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7426,410,410,790,850,913,960,1160,1220,1346,1696,1787,1810,1622,2243,2100,2380,2580,2560,2652,2862,2754,-5
7427,350,385,505,560,560,625,-4,-4,-4,1065,899,769,843,909,961,1748,2230,2051,2884,319,-5,5884
7428,-4,-4,312,-4,363,485,456,-5,595,460,740,775,817,857,889,1252,1000,-5,1731,4399,2405,2627
7429,350,500,533,500,350,-4,550,846,666,700,750,961,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7430,266,310,390,447,406,443,534,675,750,783,937,1000,1100,1202,1050,1450,1700,1929,2050,2123,2163,-4
7431,-4,-4,340,350,400,450,575,625,650,-4,897,850,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7432,290,310,-4,-4,500,293,397,455,508,549,569,677,698,933,980,889,950,1154,1502,1538,-4,-4
7433,-4,310,-4,-4,-4,-4,385,-4,-4,425,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7434,-4,-4,335,300,333,500,550,800,375,500,625,625,-4,-4,-4,-4,1000,6666,-5,-4,5142,3205
7435,290,350,345,437,575,565,1081,703,1295,1627,-5,1538,-5,1744,1682,1682,1682,-5,2500,-5,2400,1500
7436,290,-4,401,475,445,655,645,435,644,725,750,900,850,725,600,-4,1156,1066,872,1100,1100,1475
7437,312,-4,335,-4,335,693,545,913,1666,450,1039,1091,750,1247,775,750,1428,1559,1239,1619,1625,1634
7438,-4,315,425,555,535,675,655,439,687,680,730,1025,817,875,868,875,790,1105,900,-5,-4,1806
7439,-4,363,310,445,421,533,562,554,438,550,600,709,769,658,726,1452,1826,2100,205,-4,981,4166
7440,-4,333,272,335,137,-4,355,375,700,925,1125,1254,1267,740,936,975,-5,-5,-5,-5,-5,-5
7441,-4,-4,-4,-4,335,335,400,460,525,600,625,450,425,-4,-4,-4,-4,625,-4,-4,-4,-4
7442,310,-4,-4,-4,-4,-4,335,375,492,543,588,705,673,750,790,830,970,1237,880,872,-4,1146
7443,290,410,337,457,706,518,801,519,-4,620,600,650,-5,455,-4,675,-5,900,825,825,850,1100
7444,-4,500,-4,375,550,314,335,435,425,580,485,475,600,650,662,707,125,1410,-4,735,650,-4
7445,-4,100,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7446,-4,-4,-4,-4,-4,350,335,-4,347,2300,487,400,450,485,450,-4,-4,-4,-4,600,603,675
7447,310,-4,-4,-4,345,-4,-4,400,400,475,450,455,450,500,444,514,500,-5,825,-5,-5,-5
7448,-4,-4,-4,-4,-4,-4,350,350,-4,-4,-4,-4,-4,-4,-4,-4,-4,300,515,515,515,600
7449,-4,-4,-4,350,2112,375,413,650,-5,675,675,290,-4,-4,371,-4,650,1285,213,1000,213,-4
7450,-4,2100,335,335,500,-4,365,-4,631,711,566,87,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7451,-4,-4,-4,-4,-4,-4,400,1375,750,650,-4,-4,585,-4,-4,-4,1322,1634,1769,2692,2875,3437
7452,-4,-4,462,425,543,464,625,625,375,525,650,525,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7453,265,-4,-4,-4,-4,-4,-4,-4,-4,769,-4,844,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7454,343,320,562,654,800,-4,1312,1392,1213,1375,1475,1575,1645,1759,1869,1941,2000,2259,2884,2884,3269,3125
7455,-4,-5,-5,83,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5
7456,-4,416,-4,458,387,335,400,500,500,350,-5,-5,-5,-5,-5,625,1000,1000,700,800,-5,2149
7457,66,333,75,350,400,622,-5,-5,600,700,800,950,425,450,2000,1250,1342,1200,1300,1350,-5,1500
7458,-4,320,-4,492,575,612,-5,-5,-5,773,867,961,-4,-4,-5,-5,-5,-5,2100,-5,-4,-5
7459,-4,-4,-4,-4,90,287,255,340,335,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,481
7460,-4,-4,-4,-5,-4,-4,-5,-5,-4,-5,-5,-5,-5,-5,575,-5,-5,-5,-5,-5,-5,-5
7461,-4,-4,350,307,500,300,400,800,600,600,600,-4,600,500,475,550,600,600,900,-5,-5,-5
7462,-4,-4,-4,-4,335,370,434,-5,-5,-5,-5,-4,-5,-5,-5,-4,-5,500,-5,-5,-5,-5
7463,-4,-4,-4,350,-4,-4,335,375,400,368,365,-4,465,500,525,500,500,560,525,550,600,-4
7464,375,-4,-4,-4,500,550,-5,400,-4,-4,-4,570,500,565,528,-4,-4,652,775,700,769,645
7465,-4,-4,434,500,409,635,671,550,734,734,625,800,828,650,425,425,650,750,850,1100,1400,1200
7466,-4,-4,-4,200,-4,425,550,500,400,545,690,700,793,675,625,425,600,1025,1100,1200,1250,1600
7467,-4,376,448,502,490,552,586,655,900,-5,-5,-5,-5,-5,-5,1500,-5,-5,-5,-5,-5,-5
7468,-4,-4,-4,-4,-4,-4,355,435,460,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7469,-4,-4,-4,-4,500,816,862,994,1066,1066,1066,1133,1190,1238,1346,1348,1397,1538,3000,1900,1747,1500
7470,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1800,1075,-4,-4,-4,523
7471,295,-4,425,335,-4,-4,-4,-4,-4,788,1034,1034,1065,1159,1394,972,1536,1863,1870,1969,2500,3798
7472,230,33,427,500,570,673,781,895,1081,1084,1133,1131,1269,1325,1394,1468,1619,1610,1912,2101,3365,2980
7473,-4,310,-4,375,335,425,617,650,500,500,550,565,650,750,769,900,950,1100,1200,1600,-5,1900
7474,325,600,587,865,428,384,837,837,697,1012,1013,1046,1196,1235,1237,800,897,1021,1099,1215,1204,1333
7475,366,286,-4,361,-4,360,600,600,833,947,765,1152,1153,1014,1048,1048,1267,803,-5,-5,833,726
7476,-4,-4,-4,-4,-4,340,370,57,380,513,559,-5,671,700,600,628,705,550,927,1025,1104,1137
7477,-4,380,447,243,649,632,687,745,754,778,855,-4,-4,-5,1317,-4,9302,1230,-4,-4,-4,-4
7478,344,266,-4,607,355,335,457,487,528,-4,387,396,887,1177,961,1121,-4,-4,-4,-4,7179,-4
7479,-4,-4,296,345,345,422,616,612,3597,810,871,994,1041,1158,1201,1328,1480,1524,725,827,2060,2127
7480,-4,-4,-4,-4,318,345,549,550,586,647,698,747,868,940,862,1029,1103,1177,1323,1400,1581,1721
7481,50,-4,-4,-4,-5,-5,-4,-4,-4,475,714,435,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7482,-4,-4,-4,493,493,583,606,642,606,1061,1061,1043,1196,1196,1057,1259,950,1153,1200,1360,-5,-5
7483,-4,-4,400,-4,470,583,583,650,550,657,1208,1550,1651,2000,1634,2000,1800,1936,2200,2200,2600,2600
7484,-4,-4,-4,-4,345,335,350,350,493,350,775,969,1034,1009,-5,550,1483,1566,-5,-5,-5,-5
7485,-4,-4,-4,250,312,-4,500,450,1250,360,335,581,624,425,-4,425,610,700,1600,641,861,1000
7486,-4,-4,-4,-4,-4,-4,-4,-4,406,500,525,1000,953,961,926,1100,1200,1105,1500,2243,1625,1875
7487,-4,-4,341,359,450,450,516,576,714,772,817,875,817,1538,100,500,500,-5,1674,850,875,925
7488,-4,-4,335,460,683,76,865,865,1057,1161,1452,1734,1883,1543,1678,1602,2163,2272,4059,3205,2933,3059
7489,290,-4,-4,335,500,390,290,710,865,1125,1106,1201,1300,1442,1499,1550,1500,1750,2019,1538,1682,1469
7490,-4,-4,-4,-4,350,350,335,300,750,721,875,865,550,721,649,639,2653,2163,3571,2197,423,6282
7491,-4,-4,-4,-4,-4,-4,-4,-4,714,-4,1105,891,1000,1100,975,1196,1538,1504,1709,1173,1057,2616
7492,-4,-4,666,335,345,-4,345,445,500,454,550,576,556,769,734,861,660,800,920,1500,1144,1394
7493,-4,-4,-4,-4,-4,-4,-4,250,355,-4,-4,-4,485,425,500,35,500,51,-4,600,800,100
7494,-4,333,363,450,-4,-4,-4,335,348,591,613,633,439,670,697,710,673,755,800,825,650,666
7495,-4,-4,325,350,450,-4,841,896,1013,700,-4,650,650,817,900,1150,1250,1250,1400,1528,2000,2884
7496,-4,-4,-4,-4,-4,-4,-4,-4,-4,370,360,410,450,-4,-4,475,400,550,587,675,600,625
7497,-4,-4,835,335,335,335,335,400,465,420,410,535,526,526,336,425,625,515,790,720,725,750
7498,305,325,450,432,530,543,1111,1191,1245,1250,1385,1442,1490,10000,1634,1600,-4,-4,-4,1431,1522,128
7499,-4,-4,-4,-4,-4,-4,-4,-4,375,-4,-4,427,-4,-4,-4,-4,-4,-4,-4,540,-4,-4
7500,-4,-4,455,500,-4,-4,-4,425,833,875,400,375,425,475,327,-4,425,700,900,1305,1308,-4
7501,-4,-4,-4,322,-4,-4,325,335,-4,-4,-4,-4,-4,-4,-4,-4,232,606,600,650,-4,851
7502,-4,-4,-4,-4,-4,-4,-4,500,500,875,1225,750,850,800,-4,1250,1000,1399,-4,1200,1200,-4
7503,-4,-4,-4,-4,394,365,365,375,400,404,650,336,650,-4,-4,-4,-4,700,900,900,800,875
7504,-4,-4,-4,-4,-4,225,225,335,-4,-4,-4,400,-4,600,425,430,511,166,581,480,336,1057
7505,-4,-4,-4,-4,-4,-4,425,500,835,865,1150,-5,700,800,800,800,900,700,875,-4,-5,-5
7506,358,310,300,400,300,330,468,456,525,435,41,-5,-5,-5,-5,-5,550,-4,725,-4,-4,1442
7507,-4,-4,-4,-4,-4,160,490,495,571,1000,1111,1375,12,1350,1125,-4,1100,-5,813,-5,-5,-5
7508,-4,-4,294,400,-4,285,400,317,401,472,-4,750,734,750,773,700,2285,653,700,900,1200,1125
7509,-4,566,385,850,802,769,995,1028,1298,1100,1100,1100,1133,1306,1201,1348,1250,1348,1495,1716,1785,1900
7510,310,276,321,320,287,-4,512,500,480,500,-4,-4,-4,-4,651,1252,1100,1125,-4,-4,-4,1133
7511,350,550,-4,583,554,-4,500,-5,-5,-5,-5,-5,-5,-5,-5,700,813,1062,1100,900,-4,1046
7512,-4,-4,375,457,600,670,600,583,600,750,850,1025,900,750,800,-5,981,1097,-5,1450,1670,2000
7513,-4,-4,-4,154,366,335,-4,311,350,443,-5,480,-5,-5,-5,659,266,-4,-4,-4,-5,-5
7514,-4,-4,-4,-4,570,246,603,603,603,613,638,663,688,703,733,758,823,1051,944,1586,1766,1918
7515,-4,-4,335,-4,425,144,480,348,452,500,545,625,655,817,834,860,961,1019,846,1076,713,1131
7516,-4,2000,2375,875,300,-4,933,520,698,729,752,850,903,913,925,975,1036,1103,1269,1354,1278,1631
7517,-4,-4,590,324,432,500,333,458,-4,535,375,-4,-4,-4,555,820,-4,-4,601,1129,1000,1000
7518,-4,-4,-4,-4,-4,-4,-4,-4,-4,350,-4,-4,-4,-4,-4,-4,-4,550,700,600,558,-4
7519,-4,-4,360,-4,312,-4,391,575,675,710,760,650,650,-5,571,600,1050,1150,1450,750,900,1000
7520,-4,-4,-4,-4,-4,-4,-4,125,-4,-4,350,-4,-4,-4,-4,425,500,565,805,926,-5,-5
7521,-4,450,-4,360,375,450,425,550,575,646,600,800,850,900,769,900,1000,1145,1250,1423,1400,1500
7522,250,-4,-4,-4,-4,-4,-4,667,-4,444,-4,-5,600,900,923,950,650,755,-4,-4,-5,-5
7523,-4,-4,335,335,400,475,625,560,600,666,650,721,384,532,653,700,850,700,800,-5,-5,-5
7524,-4,-4,-4,-4,-4,326,335,400,350,290,365,1505,-4,250,833,500,425,500,649,-4,620,620
7525,-4,310,-4,403,440,375,400,400,566,596,640,684,712,747,816,867,913,981,1135,1285,1455,319
7526,-4,-4,675,735,800,425,690,285,827,827,887,412,927,-4,600,789,700,900,1000,-5,1100,1100
7527,-4,-4,-4,-4,458,330,335,452,370,600,700,-4,641,1333,1009,1730,1971,2067,2692,2861,2980,3538
7528,338,310,400,426,-4,290,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7529,-4,-4,80,138,350,-4,-4,-4,125,-4,500,380,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7530,-4,-4,-4,131,335,310,365,365,450,400,500,625,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7531,-4,-4,-4,-4,-4,-4,350,345,-4,-4,355,600,300,415,444,400,500,-4,-4,-4,-5,-5
7532,2600,430,410,394,562,581,776,-5,789,764,930,1032,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7533,-4,-4,525,13,25,535,21,-4,1000,33,43,45,49,72,50,62,600,138,57,66,28,-4
7534,250,-4,-4,-4,335,650,450,800,3000,2000,1250,2000,817,961,673,650,1875,2125,2500,1750,1500,-5
7535,-4,-4,1266,1060,1015,681,405,450,550,648,662,833,982,1142,1050,1333,-5,-5,500,456,1196,1282
7536,211,350,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7537,-4,362,551,625,560,500,600,630,630,333,675,465,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7538,-4,541,657,712,609,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7539,40,310,367,490,500,496,631,769,769,817,838,1153,1153,1057,961,1390,1458,1623,921,4375,2285,2200
7540,133,375,-4,428,-4,-5,620,693,875,900,777,937,874,900,884,944,750,1200,844,950,1200,961
7541,-4,390,1162,-4,-5,-5,-5,-4,-5,-5,-5,1777,2375,1025,-5,-5,750,-5,-5,-5,-5,-5
7542,-4,-4,-4,-4,433,500,808,1000,650,725,935,900,3000,1518,1648,900,1370,1538,1442,-5,-5,1600
7543,275,-4,-4,335,-4,166,378,550,550,500,1000,500,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7544,-4,-4,-4,435,450,1500,609,2000,-4,1000,470,528,625,1007,1269,1328,5128,6213,6644,9302,-5,12179
7545,-4,357,375,466,490,580,-5,-5,-5,-5,-5,-5,-5,-5,775,865,841,1153,1225,2082,2200,2500
7546,-4,250,425,-5,500,625,650,800,800,697,937,875,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7547,-4,400,867,335,353,373,400,400,-5,550,-5,950,950,1350,590,600,650,-5,800,1300,1256,1500
7548,-4,340,310,340,335,335,335,335,-4,-4,-4,-4,425,425,-4,-4,602,612,535,540,535,665
7549,-4,250,400,340,400,425,460,882,749,800,830,855,900,900,915,950,1020,950,-5,1120,1178,1200
7550,-4,-4,-4,-4,-4,350,365,360,325,425,410,375,515,530,550,550,650,700,805,-4,-5,1330
7551,-4,-4,340,600,-4,335,487,800,600,961,650,725,855,900,975,1014,1129,1133,894,1500,1345,-4
7552,-4,-4,681,177,850,915,1217,1706,1750,1328,1522,1615,1837,1692,1881,1678,2644,2521,2926,2692,2692,2635
7553,-4,335,227,410,370,228,390,500,-4,500,500,600,573,573,609,609,681,657,694,404,7,789
7554,-4,-4,335,335,312,365,385,422,510,550,575,811,1068,650,1060,333,3461,2000,1730,2083,1314,1857
7555,-4,250,-4,400,489,500,1000,1062,1215,1250,1322,1258,1433,1573,1713,1923,2797,3846,5128,5769,5769,4195
7556,-4,325,375,400,450,500,625,600,625,673,721,817,802,769,726,1107,1250,950,1177,1281,1586,1485
7557,375,355,410,422,600,470,500,525,617,875,1150,1280,1390,2163,1240,1360,1935,2165,3250,2875,2979,3000
7558,-4,-4,1875,445,-5,-5,-5,-5,-5,-5,-5,714,-5,-4,2300,-4,-4,-5,-5,-5,-5,-5
7559,-4,193,320,350,318,335,444,411,431,-5,-5,-5,1162,500,575,825,1200,1443,-5,1700,-5,2170
7560,-4,-4,335,300,450,615,725,550,721,781,600,762,841,917,930,535,-5,-5,1100,1140,1217,1879
7561,-4,-4,-4,-4,-4,355,430,425,-4,726,697,480,500,598,828,1030,1775,4230,5628,5982,10000,6009
7562,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7563,-4,-4,345,-5,288,-4,1000,-4,700,-5,2000,1282,1778,1923,2163,2136,2788,3076,3277,4807,5048,5769
7564,-4,300,-4,185,400,666,769,514,744,1009,824,1101,1057,1322,1586,1562,2788,-4,934,1217,7011,8653
7565,-4,-4,-4,-4,-4,-4,400,400,-4,-4,475,475,346,500,442,461,900,-5,800,-4,-4,-5
7566,-4,-4,335,-4,-4,-4,-4,-4,31,-4,400,625,500,600,625,650,700,750,1062,64,750,625
7567,-4,-4,-4,-4,-4,-4,333,250,-4,-4,-4,-4,-4,-5,666,-4,174,348,581,465,600,1166
7568,-4,-4,-4,340,370,335,812,1200,1275,1250,2875,1275,865,1000,1009,1105,1057,1250,1274,1490,1538,18
7569,-4,-4,-4,-4,450,666,561,650,897,822,1687,822,947,792,961,1009,1073,1100,1372,1413,1272,1028
7570,-4,-4,-4,335,-4,-4,566,900,1081,1666,1267,1550,1500,-4,1068,1250,-5,-5,-5,-5,-5,-5
7571,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,1500,1125,1800,2100,1538,2043,1876,-4,22,-5
7572,200,-4,-4,-4,-4,-4,-4,-4,500,1666,-4,750,375,-4,-4,-4,-4,-4,1300,1350,-4,-5
7573,-4,-4,374,446,583,507,450,550,671,600,637,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7574,-4,482,-4,-4,-4,480,480,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4
7575,260,-4,267,425,395,409,400,635,573,617,700,770,899,963,1057,1098,1250,1500,1668,1923,2042,1250
7576,250,365,314,502,600,500,549,606,556,76,1089,687,850,1201,1105,1140,1340,913,1201,1538,1766,1940
7577,-4,-4,335,335,560,500,360,-4,500,1000,655,650,555,1000,937,4285,2142,1071,900,1459,812,-4
7578,-4,-4,-4,416,450,568,500,595,875,857,841,923,996,1009,1068,1274,1538,1623,2136,2692,2275,2820
7579,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7580,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,425,-4,-4,-5,-5,-5
7581,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1727,1798,1980,-5,2500,2640,2817
