"R0000100","R0214700","R0214800","R0217501","R0405601","R0618601","R0898401","R1144901","R1520101","R1890801","R2257901","R2445301","R2871000","R3074700","R3401400","R3656800","R4007300","R4418400","R5081400","R5166700","R6479300","R7007000","R7704300","R8496700","T0988500","T2210500","T3108400","T4112900"
3996,2,2,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,2,2,3,3,3,3,3
3997,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-5,0,0,0,0,0,0,0,0,0
3998,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3999,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,-5,-5,-5
4000,3,1,0,0,0,0,1,1,1,1,1,1,-5,-5,1,-5,-5,-5,1,1,1,1,1,-5,-5,-5,-5
4001,3,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4002,3,2,0,0,0,0,0,0,1,1,-5,1,1,1,1,1,1,1,1,1,2,-5,3,3,3,3,3
4003,3,2,1,1,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5
4004,3,1,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
4005,2,2,0,0,0,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4006,2,1,0,0,0,0,0,0,0,1,1,-5,1,1,2,2,3,3,3,1,1,1,1,1,1,1,1
4007,2,2,0,-5,1,1,1,1,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6
4008,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4009,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-5,3,3,3,3,1
4010,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4011,3,1,0,-5,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2
4012,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,-5,3,1,1
4013,3,1,0,0,0,0,0,0,0,0,1,0,-5,0,-5,-5,0,0,0,0,0,0,0,0,0,0,0
4014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,0,0,0,1,1,1,1,1,1,-5,1
4015,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4016,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,2,2,0,0,0,0,0,-5,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3
4018,3,1,0,0,0,0,0,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,3,3
4019,3,2,0,0,0,0,0,0,0,0,1,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,1
4020,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,1,-5,3,3,3,3
4021,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4022,3,1,0,0,0,0,0,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,3,3,3
4023,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4024,3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4025,3,1,0,0,0,1,1,2,2,3,3,3,3,3,3,-5,2,1,1,2,3,3,3,3,1,1,1
4026,3,2,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5
4027,3,2,0,0,0,0,0,1,1,1,-5,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4028,3,2,0,0,0,0,1,1,2,2,2,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1
4029,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,3
4030,3,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3
4031,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-5,1,1,1
4032,3,1,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4033,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4034,3,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,1,1,1
4035,3,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1
4036,3,1,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1
4037,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4038,3,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,-5,3,3,1,-5,-5,-5,6,6
4039,3,2,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
4040,3,2,0,0,0,0,0,0,0,-5,-5,1,-5,1,1,1,-5,1,1,1,1,1,2,-5,-5,-5,-5
4041,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4042,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,1,1,1,1,1,1,1
4043,3,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,1
4044,3,1,0,0,0,0,0,0,0,0,0,0,0,-5,1,-5,-5,-5,-5,-5,1,-5,-5,-5,-5,-5,-5
4045,3,2,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
4046,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,3,3,1,3,3,3,3,3
4047,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4048,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,-5,1,1,1,1
4049,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1,1,1,2,3
4050,3,2,0,0,0,0,1,-5,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,-5,-5,-5
4051,3,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4052,3,1,0,0,0,0,0,0,0,1,3,3,3,3,1,1,1,1,1,1,1,1,-5,3,3,3,3
4053,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4054,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4055,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
4056,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4057,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-5
4058,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4059,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5
4060,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,1,1,1,1,1,1,1
4061,3,1,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4062,3,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3
4063,3,1,0,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4064,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3
4065,3,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-5,-5,-5,1,1,-5,1,1,1,1,1
4066,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4067,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4068,3,1,0,0,0,1,1,2,2,3,3,3,1,1,1,1,1,1,2,3,3,3,1,1,1,1,1
4069,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6
4070,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0
4071,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
4072,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,-5,1,1,1,1
4073,2,1,0,0,0,1,1,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4074,3,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4075,3,2,0,0,0,1,3,3,3,3,1,1,1,1,1,1,1,1,1,-5,1,-5,-5,-5,-5,-5,-5
4076,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,-5,1,1,1
4077,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3
4078,3,2,0,-5,0,-5,-5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4079,3,2,0,-5,0,-5,-5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4080,3,2,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,1,-5,-5,-5,-5,-5,1,-5,-5
4081,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4082,3,1,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,-5,-5,-5,1,-5
4083,3,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,1,2,2,3
4084,3,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1
4085,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1
4086,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,1,1
4087,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4088,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4089,3,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4090,3,1,0,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,3,3,3,3,3
4091,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4092,3,2,0,0,0,0,0,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
4093,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3
4094,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4095,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
4096,3,2,0,0,-5,-5,-5,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4097,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4098,3,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,-5,-5
4099,3,2,0,0,0,0,1,1,3,3,1,3,3,3,1,3,1,3,1,1,1,1,1,1,1,-5,-5
4100,3,2,0,0,0,0,1,1,1,-5,-5,-5,-5,1,1,1,1,1,2,2,3,3,3,3,3,3,-5
4101,3,1,1,1,1,1,2,2,3,3,-5,1,1,1,1,1,1,1,1,-5,-5,-5,1,-5,1,1,1
4102,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4103,3,2,0,0,1,1,2,3,1,1,1,1,1,3,3,1,1,-5,1,1,3,3,3,3,3,3,3
4104,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,1,1,-5,-5,-5,1
4105,3,2,1,1,1,1,1,1,1,1,1,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4106,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,3,3
4107,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,3,3,3,3
4108,3,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1
4109,3,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4110,3,2,0,0,0,1,1,3,3,3,3,3,3,3,3,1,1,2,3,1,3,1,1,3,3,3,3
4111,3,1,0,0,0,0,0,0,0,1,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4112,3,2,0,0,0,1,1,-5,-5,1,-5,1,1,1,1,1,1,2,1,1,3,3,-5,3,3,3,3
4113,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0
4114,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1
4115,3,2,0,0,1,1,1,1,1,-5,-5,1,1,1,1,-5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
4116,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4117,3,1,0,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4118,3,1,0,0,0,0,0,0,0,1,1,-5,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5
4119,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,1,1
4120,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,1,1,1
4121,3,2,1,1,2,1,1,3,3,3,1,1,1,1,1,1,1,2,2,1,3,3,3,1,1,1,3
4122,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4123,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3
4124,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4125,3,2,0,0,0,0,1,-5,1,1,1,1,1,1,1,1,1,1,2,3,3,3,-5,3,1,1,1
4126,3,2,0,0,0,0,0,-5,-5,-5,-5,-5,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,0,0
4127,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5
4128,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-5
4129,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4130,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,3,3,3
4131,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4132,3,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4133,3,2,0,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
4134,2,1,0,0,0,1,1,1,1,-5,1,2,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3
4135,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,3,2,0,0,0,0,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4137,3,1,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0,0,0,0,-5,-5,-5,0,-5,-5
4138,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-5,-5,-5,-5
4139,3,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0,0,0,0,-5,0,0,-5,-5,-5
4140,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0,0,-5,-5
4141,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
4142,3,2,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,3,3,1,1,1,1,1,1,-5,-5
4143,3,1,0,0,0,0,0,1,1,3,3,3,3,1,1,1,1,1,1,1,2,3,3,3,3,3,1
4144,3,1,0,0,0,0,0,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4145,3,2,0,0,0,0,0,0,0,0,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4146,3,1,0,0,-5,-5,-5,0,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4147,3,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4148,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
4149,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4150,3,2,0,1,3,3,3,3,3,3,3,2,1,1,1,1,1,1,-5,1,-5,-5,-5,-5,3,3,3
4151,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4152,3,2,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4153,3,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3
4154,3,2,0,0,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1
4155,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5
4156,3,1,0,0,0,0,0,1,1,-5,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4157,3,2,0,1,1,3,3,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4158,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1
4159,3,1,0,0,0,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4160,3,2,0,0,0,0,1,1,1,1,2,3,3,3,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4161,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
4162,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,1,-5,-5,-5,-5,-5,-5
4163,3,2,0,0,0,0,0,0,0,0,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
4164,3,1,0,0,0,0,0,0,0,-5,0,1,1,1,1,2,3,3,-5,-5,-5,3,3,3,3,-5,-5
4165,3,1,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,1,1
4166,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,-5,-5
4167,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,0,0,3,3,3
4168,2,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,2,3,3,3,3,3,3,3,3
4169,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5
4170,3,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4171,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4172,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4173,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0
4174,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,0,0
4175,2,2,0,0,0,1,1,1,1,1,1,-5,1,1,1,1,1,1,-5,1,1,1,1,1,1,1,-5
4176,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4177,3,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3
4178,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2
4179,2,2,1,-5,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3
4180,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4181,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4182,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4183,1,1,1,-5,1,1,1,1,-5,1,1,1,1,1,-5,1,1,-5,1,1,-5,-5,-5,-5,-5,-5,-5
4184,1,2,1,1,1,1,1,1,-5,1,1,-5,1,1,-5,1,1,-5,1,1,-5,-5,-5,1,-5,-5,-5
4185,1,2,0,0,0,0,0,0,0,0,0,-5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2
4186,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-5,-5,3,-5
4187,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4188,3,2,0,0,0,1,2,2,3,3,3,3,3,3,3,1,1,1,3,3,3,3,1,1,1,1,1
4189,3,1,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,3,3,3,-5,-5,-5,3,3,3,3
4190,3,2,0,0,0,0,0,0,0,0,0,-5,-5,-5,1,1,1,-5,-5,1,1,2,-5,-5,-5,-5,-5
4191,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
4192,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,-5
4193,3,1,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
4194,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4195,2,2,0,0,0,0,-5,-5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4196,2,1,0,0,0,0,0,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,-5,3,1,1,6
4197,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4198,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3
4199,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
4201,2,1,0,0,0,0,0,-5,0,0,0,-5,-5,0,0,0,0,0,0,0,-5,-5,-5,0,1,1,-5
4202,2,1,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,-5,0,0,-5,-5,-5,0,-5,-5,-5
4203,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5
4204,2,1,0,0,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1
4205,2,1,0,0,0,0,0,0,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
4206,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4207,2,1,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,0,0,0,0,0,-5,-5,-5,-5,-5,-5,2
4208,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,1
4209,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4210,2,2,0,0,0,0,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4211,2,1,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-5,3,1,-5,-5,1,1
4212,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,1,3,3
4213,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4214,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
4215,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,2,2,2
4216,3,1,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,-5,1
4217,3,1,1,-5,-5,-5,-5,-5,3,1,1,1,2,2,-5,2,3,3,3,3,3,-5,-5,-5,-5,-5,-5
4218,3,2,1,-5,-5,-5,-5,-5,1,1,1,1,1,1,1,1,1,1,1,1,-5,1,1,3,3,1,3
4219,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4220,3,2,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1,1,3,3,3,3,3,3,3
4221,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,1
4222,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0
4223,3,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1
4224,3,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4225,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3
4226,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4228,3,2,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
